trv_loc_nm,yw,bubble_cnt
경기도,202041,20
강원도,202041,18
충청북도,202041,8
충청남도,202041,13
전라북도,202041,8
전라남도,202041,9
경상북도,202041,12
경상남도,202041,11
제주특별자치도,202041,4
서울특별시,202042,10
부산광역시,202042,5
대구광역시,202042,4
인천광역시,202042,5
광주광역시,202042,3
대전광역시,202042,3
울산광역시,202042,2
세종특별자치시,202042,1
경기도,202042,19
강원도,202042,17
충청북도,202042,8
충청남도,202042,12
전라북도,202042,7
전라남도,202042,9
경상북도,202042,12
경상남도,202042,11
제주특별자치도,202042,5
서울특별시,202043,10
부산광역시,202043,6
대구광역시,202043,4
인천광역시,202043,5
광주광역시,202043,3
대전광역시,202043,4
울산광역시,202043,2
세종특별자치시,202043,1
경기도,202043,20
강원도,202043,19
충청북도,202043,9
충청남도,202043,11
전라북도,202043,8
전라남도,202043,9
경상북도,202043,13
경상남도,202043,11
제주특별자치도,202043,6
서울특별시,202044,10
부산광역시,202044,6
대구광역시,202044,4
인천광역시,202044,5
광주광역시,202044,3
대전광역시,202044,4
울산광역시,202044,2
세종특별자치시,202044,1
경기도,202044,20
강원도,202044,17
충청북도,202044,9
충청남도,202044,11
전라북도,202044,8
전라남도,202044,10
경상북도,202044,14
경상남도,202044,12
제주특별자치도,202044,6
서울특별시,202045,10
부산광역시,202045,6
대구광역시,202045,4
인천광역시,202045,5
광주광역시,202045,3
대전광역시,202045,4
울산광역시,202045,2
세종특별자치시,202045,1
경기도,202045,19
강원도,202045,16
충청북도,202045,9
충청남도,202045,11
전라북도,202045,9
전라남도,202045,10
경상북도,202045,13
경상남도,202045,12
제주특별자치도,202045,6
서울특별시,202046,11
부산광역시,202046,7
대구광역시,202046,4
인천광역시,202046,5
광주광역시,202046,3
대전광역시,202046,4
울산광역시,202046,2
세종특별자치시,202046,1
경기도,202046,20
강원도,202046,16
충청북도,202046,9
충청남도,202046,11
전라북도,202046,9
전라남도,202046,10
경상북도,202046,13
경상남도,202046,12
제주특별자치도,202046,7
서울특별시,202047,10
부산광역시,202047,6
대구광역시,202047,4
인천광역시,202047,4
광주광역시,202047,2
대전광역시,202047,4
울산광역시,202047,2
세종특별자치시,202047,1
경기도,202047,16
강원도,202047,12
충청북도,202047,8
충청남도,202047,10
전라북도,202047,7
전라남도,202047,8
경상북도,202047,12
경상남도,202047,10
제주특별자치도,202047,6
서울특별시,202048,7
부산광역시,202048,5
대구광역시,202048,4
인천광역시,202048,4
광주광역시,202048,2
대전광역시,202048,3
울산광역시,202048,2
세종특별자치시,202048,1
경기도,202048,14
강원도,202048,11
충청북도,202048,6
충청남도,202048,9
전라북도,202048,6
전라남도,202048,7
경상북도,202048,11
경상남도,202048,8
제주특별자치도,202048,5
서울특별시,202049,7
부산광역시,202049,4
대구광역시,202049,4
인천광역시,202049,3
광주광역시,202049,2
대전광역시,202049,3
울산광역시,202049,1
세종특별자치시,202049,1
경기도,202049,13
강원도,202049,11
충청북도,202049,5
충청남도,202049,7
전라북도,202049,5
전라남도,202049,7
경상북도,202049,9
경상남도,202049,8
제주특별자치도,202049,4
서울특별시,202050,6
부산광역시,202050,4
대구광역시,202050,3
인천광역시,202050,3
광주광역시,202050,2
대전광역시,202050,2
울산광역시,202050,1
세종특별자치시,202050,1
경기도,202050,12
강원도,202050,11
충청북도,202050,5
충청남도,202050,7
전라북도,202050,4
전라남도,202050,7
경상북도,202050,8
경상남도,202050,7
제주특별자치도,202050,4
서울특별시,202051,6
부산광역시,202051,4
대구광역시,202051,3
인천광역시,202051,3
광주광역시,202051,2
대전광역시,202051,2
울산광역시,202051,1
세종특별자치시,202051,1
경기도,202051,10
강원도,202051,9
충청북도,202051,4
충청남도,202051,6
전라북도,202051,4
전라남도,202051,6
경상북도,202051,7
경상남도,202051,6
제주특별자치도,202051,3
서울특별시,202052,5
부산광역시,202052,4
대구광역시,202052,3
인천광역시,202052,3
광주광역시,202052,2
대전광역시,202052,2
울산광역시,202052,1
세종특별자치시,202052,1
경기도,202052,11
강원도,202052,10
충청북도,202052,4
충청남도,202052,7
전라북도,202052,4
전라남도,202052,7
경상북도,202052,8
경상남도,202052,8
제주특별자치도,202052,2
서울특별시,202053,5
부산광역시,202053,4
대구광역시,202053,3
인천광역시,202053,3
광주광역시,202053,2
대전광역시,202053,2
울산광역시,202053,1
세종특별자치시,202053,1
경기도,202053,11
강원도,202053,10
충청북도,202053,4
충청남도,202053,6
전라북도,202053,4
전라남도,202053,6
경상북도,202053,9
경상남도,202053,8
제주특별자치도,202053,2
서울특별시,202101,5
부산광역시,202101,3
대구광역시,202101,2
인천광역시,202101,2
광주광역시,202101,2
대전광역시,202101,2
울산광역시,202101,1
세종특별자치시,202101,1
경기도,202101,8
강원도,202101,6
충청북도,202101,3
충청남도,202101,4
전라북도,202101,3
전라남도,202101,4
경상북도,202101,5
경상남도,202101,5
제주특별자치도,202101,1
서울특별시,202102,6
부산광역시,202102,4
대구광역시,202102,3
인천광역시,202102,3
광주광역시,202102,2
대전광역시,202102,2
울산광역시,202102,1
세종특별자치시,202102,1
경기도,202102,10
강원도,202102,8
충청북도,202102,4
충청남도,202102,6
전라북도,202102,4
전라남도,202102,5
경상북도,202102,7
경상남도,202102,6
제주특별자치도,202102,2
서울특별시,202103,7
부산광역시,202103,4
대구광역시,202103,3
인천광역시,202103,3
광주광역시,202103,2
대전광역시,202103,3
울산광역시,202103,1
세종특별자치시,202103,1
경기도,202103,12
강원도,202103,9
충청북도,202103,4
충청남도,202103,6
전라북도,202103,4
전라남도,202103,5
경상북도,202103,7
경상남도,202103,6
제주특별자치도,202103,3
서울특별시,202104,7
부산광역시,202104,5
대구광역시,202104,3
인천광역시,202104,3
광주광역시,202104,2
대전광역시,202104,2
울산광역시,202104,1
세종특별자치시,202104,1
경기도,202104,12
강원도,202104,10
충청북도,202104,4
충청남도,202104,6
전라북도,202104,4
전라남도,202104,5
경상북도,202104,7
경상남도,202104,7
제주특별자치도,202104,3
서울특별시,202105,7
부산광역시,202105,5
대구광역시,202105,3
인천광역시,202105,3
광주광역시,202105,2
대전광역시,202105,3
울산광역시,202105,1
세종특별자치시,202105,1
경기도,202105,12
강원도,202105,9
충청북도,202105,4
충청남도,202105,6
전라북도,202105,4
전라남도,202105,6
경상북도,202105,8
경상남도,202105,7
제주특별자치도,202105,3
서울특별시,202106,8
부산광역시,202106,8
대구광역시,202106,6
인천광역시,202106,6
광주광역시,202106,4
대전광역시,202106,4
울산광역시,202106,2
세종특별자치시,202106,1
경기도,202106,19
강원도,202106,18
충청북도,202106,9
충청남도,202106,12
전라북도,202106,10
전라남도,202106,13
경상북도,202106,18
경상남도,202106,15
제주특별자치도,202106,4
서울특별시,202107,9
부산광역시,202107,6
대구광역시,202107,4
인천광역시,202107,4
광주광역시,202107,2
대전광역시,202107,3
울산광역시,202107,2
세종특별자치시,202107,1
경기도,202107,15
강원도,202107,12
충청북도,202107,6
충청남도,202107,7
전라북도,202107,5
전라남도,202107,6
경상북도,202107,10
경상남도,202107,8
제주특별자치도,202107,5
서울특별시,202108,11
부산광역시,202108,8
대구광역시,202108,5
인천광역시,202108,5
광주광역시,202108,3
대전광역시,202108,4
울산광역시,202108,2
세종특별자치시,202108,1
경기도,202108,19
강원도,202108,18
충청북도,202108,8
충청남도,202108,11
전라북도,202108,8
전라남도,202108,10
경상북도,202108,14
경상남도,202108,11
제주특별자치도,202108,5
서울특별시,202109,9
부산광역시,202109,6
대구광역시,202109,4
인천광역시,202109,4
광주광역시,202109,3
대전광역시,202109,3
울산광역시,202109,2
세종특별자치시,202109,1
경기도,202109,16
강원도,202109,11
충청북도,202109,6
충청남도,202109,9
전라북도,202109,6
전라남도,202109,7
경상북도,202109,10
경상남도,202109,9
제주특별자치도,202109,4
서울특별시,202110,9
부산광역시,202110,5
대구광역시,202110,4
인천광역시,202110,4
광주광역시,202110,3
대전광역시,202110,3
울산광역시,202110,1
세종특별자치시,202110,1
경기도,202110,16
강원도,202110,11
충청북도,202110,6
충청남도,202110,9
전라북도,202110,5
전라남도,202110,8
경상북도,202110,10
경상남도,202110,8
제주특별자치도,202110,4
서울특별시,202111,9
부산광역시,202111,5
대구광역시,202111,4
인천광역시,202111,4
광주광역시,202111,3
대전광역시,202111,3
울산광역시,202111,1
세종특별자치시,202111,1
경기도,202111,16
강원도,202111,11
충청북도,202111,6
충청남도,202111,8
전라북도,202111,5
전라남도,202111,7
경상북도,202111,9
경상남도,202111,8
제주특별자치도,202111,5
서울특별시,202112,9
부산광역시,202112,6
대구광역시,202112,4
인천광역시,202112,4
광주광역시,202112,3
대전광역시,202112,3
울산광역시,202112,2
세종특별자치시,202112,1
경기도,202112,16
강원도,202112,11
충청북도,202112,6
충청남도,202112,8
전라북도,202112,5
전라남도,202112,8
경상북도,202112,10
경상남도,202112,9
제주특별자치도,202112,5
서울특별시,202113,8
부산광역시,202113,5
대구광역시,202113,4
인천광역시,202113,4
광주광역시,202113,3
대전광역시,202113,3
울산광역시,202113,1
세종특별자치시,202113,1
경기도,202113,15
강원도,202113,11
충청북도,202113,6
충청남도,202113,9
전라북도,202113,5
전라남도,202113,7
경상북도,202113,10
경상남도,202113,8
제주특별자치도,202113,5
서울특별시,202114,9
부산광역시,202114,5
대구광역시,202114,4
인천광역시,202114,5
광주광역시,202114,3
대전광역시,202114,3
울산광역시,202114,2
세종특별자치시,202114,1
경기도,202114,18
강원도,202114,14
충청북도,202114,8
충청남도,202114,11
전라북도,202114,7
전라남도,202114,9
경상북도,202114,12
경상남도,202114,10
제주특별자치도,202114,6
서울특별시,202115,8
부산광역시,202115,5
대구광역시,202115,4
인천광역시,202115,4
광주광역시,202115,3
대전광역시,202115,3
울산광역시,202115,2
세종특별자치시,202115,1
경기도,202115,17
강원도,202115,14
충청북도,202115,7
충청남도,202115,10
전라북도,202115,6
전라남도,202115,8
경상북도,202115,11
경상남도,202115,9
제주특별자치도,202115,6
서울특별시,202116,9
부산광역시,202116,5
대구광역시,202116,4
인천광역시,202116,5
광주광역시,202116,3
대전광역시,202116,3
울산광역시,202116,2
세종특별자치시,202116,1
경기도,202116,18
강원도,202116,15
충청북도,202116,8
충청남도,202116,11
전라북도,202116,7
전라남도,202116,9
경상북도,202116,11
경상남도,202116,9
제주특별자치도,202116,6
서울특별시,202117,9
부산광역시,202117,6
대구광역시,202117,4
인천광역시,202117,5
광주광역시,202117,3
대전광역시,202117,3
울산광역시,202117,2
세종특별자치시,202117,1
경기도,202117,18
강원도,202117,15
충청북도,202117,8
충청남도,202117,11
전라북도,202117,7
전라남도,202117,9
경상북도,202117,12
경상남도,202117,11
제주특별자치도,202117,6
서울특별시,202118,9
부산광역시,202118,7
대구광역시,202118,5
인천광역시,202118,6
광주광역시,202118,4
대전광역시,202118,4
울산광역시,202118,2
세종특별자치시,202118,1
경기도,202118,21
강원도,202118,19
충청북도,202118,10
충청남도,202118,13
전라북도,202118,10
전라남도,202118,12
경상북도,202118,16
경상남도,202118,14
제주특별자치도,202118,6
서울특별시,202119,9
부산광역시,202119,6
대구광역시,202119,4
인천광역시,202119,4
광주광역시,202119,3
대전광역시,202119,3
울산광역시,202119,1
세종특별자치시,202119,1
경기도,202119,16
강원도,202119,14
충청북도,202119,7
충청남도,202119,9
전라북도,202119,6
전라남도,202119,7
경상북도,202119,10
경상남도,202119,9
제주특별자치도,202119,6
서울특별시,202120,5
부산광역시,202120,3
대구광역시,202120,2
인천광역시,202120,3
광주광역시,202120,1
대전광역시,202120,2
울산광역시,202120,1
세종특별자치시,202120,1
경기도,202120,10
강원도,202120,9
충청북도,202120,4
충청남도,202120,5
전라북도,202120,4
전라남도,202120,5
경상북도,202120,6
경상남도,202120,5
제주특별자치도,202120,4
서울특별시,202121,9
부산광역시,202121,6
대구광역시,202121,4
인천광역시,202121,5
광주광역시,202121,3
대전광역시,202121,3
울산광역시,202121,2
세종특별자치시,202121,1
경기도,202121,17
강원도,202121,15
충청북도,202121,7
충청남도,202121,10
전라북도,202121,7
전라남도,202121,8
경상북도,202121,12
경상남도,202121,10
제주특별자치도,202121,6
서울특별시,202122,9
부산광역시,202122,6
대구광역시,202122,4
인천광역시,202122,5
광주광역시,202122,3
대전광역시,202122,3
울산광역시,202122,2
세종특별자치시,202122,1
경기도,202122,18
강원도,202122,16
충청북도,202122,8
충청남도,202122,10
전라북도,202122,6
전라남도,202122,9
경상북도,202122,12
경상남도,202122,10
제주특별자치도,202122,6
서울특별시,202123,9
부산광역시,202123,6
대구광역시,202123,3
인천광역시,202123,5
광주광역시,202123,3
대전광역시,202123,3
울산광역시,202123,2
세종특별자치시,202123,1
경기도,202123,18
강원도,202123,16
충청북도,202123,8
충청남도,202123,10
전라북도,202123,6
전라남도,202123,8
경상북도,202123,11
경상남도,202123,10
제주특별자치도,202123,6
서울특별시,202124,10
부산광역시,202124,7
대구광역시,202124,4
인천광역시,202124,5
광주광역시,202124,3
대전광역시,202124,3
울산광역시,202124,2
세종특별자치시,202124,1
경기도,202124,19
강원도,202124,18
충청북도,202124,8
충청남도,202124,11
전라북도,202124,7
전라남도,202124,9
경상북도,202124,12
경상남도,202124,10
제주특별자치도,202124,6
서울특별시,202125,10
부산광역시,202125,7
대구광역시,202125,4
인천광역시,202125,5
광주광역시,202125,3
대전광역시,202125,3
울산광역시,202125,2
세종특별자치시,202125,1
경기도,202125,20
강원도,202125,19
충청북도,202125,8
충청남도,202125,11
전라북도,202125,7
전라남도,202125,10
경상북도,202125,13
경상남도,202125,11
제주특별자치도,202125,6
서울특별시,202126,10
부산광역시,202126,7
대구광역시,202126,4
인천광역시,202126,5
광주광역시,202126,3
대전광역시,202126,3
울산광역시,202126,2
세종특별자치시,202126,1
경기도,202126,18
강원도,202126,17
충청북도,202126,7
충청남도,202126,9
전라북도,202126,6
전라남도,202126,8
경상북도,202126,12
경상남도,202126,10
제주특별자치도,202126,6
서울특별시,202127,8
부산광역시,202127,6
대구광역시,202127,4
인천광역시,202127,4
광주광역시,202127,3
대전광역시,202127,3
울산광역시,202127,2
세종특별자치시,202127,1
경기도,202127,16
강원도,202127,17
충청북도,202127,7
충청남도,202127,9
전라북도,202127,6
전라남도,202127,7
경상북도,202127,11
경상남도,202127,9
제주특별자치도,202127,5
서울특별시,202128,6
부산광역시,202128,6
대구광역시,202128,4
인천광역시,202128,4
광주광역시,202128,2
대전광역시,202128,3
울산광역시,202128,2
세종특별자치시,202128,1
경기도,202128,14
강원도,202128,19
충청북도,202128,8
충청남도,202128,9
전라북도,202128,6
전라남도,202128,8
경상북도,202128,12
경상남도,202128,10
제주특별자치도,202128,6
서울특별시,202129,6
부산광역시,202129,5
대구광역시,202129,4
인천광역시,202129,4
광주광역시,202129,2
대전광역시,202129,3
울산광역시,202129,2
세종특별자치시,202129,1
경기도,202129,15
강원도,202129,20
충청북도,202129,8
충청남도,202129,10
전라북도,202129,7
전라남도,202129,9
경상북도,202129,13
경상남도,202129,11
제주특별자치도,202129,6
서울특별시,202130,7
부산광역시,202130,7
대구광역시,202130,4
인천광역시,202130,5
광주광역시,202130,3
대전광역시,202130,3
울산광역시,202130,2
세종특별자치시,202130,1
경기도,202130,18
강원도,202130,26
충청북도,202130,10
충청남도,202130,12
전라북도,202130,10
전라남도,202130,13
경상북도,202130,18
경상남도,202130,15
제주특별자치도,202130,6
서울특별시,202131,7
부산광역시,202131,7
대구광역시,202131,4
인천광역시,202131,6
광주광역시,202131,3
대전광역시,202131,3
울산광역시,202131,3
세종특별자치시,202131,1
경기도,202131,20
강원도,202131,29
충청북도,202131,10
충청남도,202131,14
전라북도,202131,11
전라남도,202131,15
경상북도,202131,19
경상남도,202131,17
제주특별자치도,202131,6
HOME,201841,848
HOME,201842,844
HOME,201843,848
HOME,201844,850
HOME,201845,858
HOME,201846,857
HOME,201847,875
HOME,201848,873
HOME,201849,884
HOME,201850,879
HOME,201851,867
HOME,201852,848
HOME,201901,837
HOME,201902,860
HOME,201903,853
HOME,201904,860
HOME,201905,831
HOME,201906,734
HOME,201907,863
HOME,201908,846
HOME,201909,812
HOME,201910,874
HOME,201911,867
HOME,201912,864
HOME,201913,860
HOME,201914,847
HOME,201915,848
HOME,201916,840
HOME,201917,835
HOME,201918,774
HOME,201919,805
HOME,201920,842
HOME,201921,839
HOME,201922,849
HOME,201923,824
HOME,201924,847
HOME,201925,842
HOME,201926,849
HOME,201927,844
HOME,201928,842
HOME,201929,851
HOME,201930,825
HOME,201931,744
HOME,201932,791
HOME,201933,793
HOME,201934,804
HOME,201935,843
HOME,201936,893
HOME,201937,737
HOME,201938,865
HOME,201939,841
HOME,201940,826
HOME,201941,823
HOME,201942,827
HOME,201943,814
HOME,201944,834
HOME,201945,826
HOME,201946,837
HOME,201947,856
HOME,201948,856
HOME,201949,875
HOME,201950,857
HOME,201951,851
HOME,201952,839
HOME,202001,829
HOME,202002,861
HOME,202003,860
HOME,202004,741
HOME,202005,864
HOME,202006,900
HOME,202007,890
HOME,202008,907
HOME,202009,936
HOME,202010,935
HOME,202011,928
HOME,202012,918
HOME,202013,919
HOME,202014,912
HOME,202015,910
HOME,202016,904
HOME,202017,901
HOME,202018,804
HOME,202019,863
HOME,202020,887
HOME,202021,882
HOME,202022,878
HOME,202023,871
HOME,202024,880
HOME,202025,867
HOME,202026,867
HOME,202027,872
HOME,202028,872
HOME,202029,868
HOME,202030,875
HOME,202031,830
HOME,202032,835
HOME,202033,808
HOME,202034,843
HOME,202035,901
HOME,202036,910
HOME,202037,898
HOME,202038,879
HOME,202039,888
HOME,202040,792
HOME,202041,864
HOME,202042,867
HOME,202043,859
HOME,202044,858
HOME,202045,860
HOME,202046,856
HOME,202047,878
HOME,202048,895
HOME,202049,906
HOME,202050,913
HOME,202051,923
HOME,202052,918
HOME,202053,919
HOME,202101,943
HOME,202102,926
HOME,202103,920
HOME,202104,918
HOME,202105,916
HOME,202106,843
HOME,202107,895
HOME,202108,857
HOME,202109,890
HOME,202110,893
HOME,202111,895
HOME,202112,890
HOME,202113,895
HOME,202114,873
HOME,202115,882
HOME,202116,874
HOME,202117,870
HOME,202118,841
HOME,202119,885
HOME,202120,930
HOME,202121,875
HOME,202122,872
HOME,202123,875
HOME,202124,865
HOME,202125,860
HOME,202126,872
HOME,202127,882
HOME,202128,880
HOME,202129,874
HOME,202130,840
HOME,202131,825
